control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
D5-RELIABILITY-SELF-HEA-020,Traffic spike handling,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-021,Third-party rate limit handling,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-022,Cost guardrails,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-023,Per-tenant cost guardrails,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-024,AI cost guardrails,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-025,Resource usage monitoring,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D8-AI-TRUST-COST-AGENTI-001,AI usage disclosure,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-002,AI output quality,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-003,Hallucination risk,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-004,Prompt injection protection,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-005,Prompt security,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-006,AI data privacy,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-007,Human-in-the-loop,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-008,Agent autonomy limits,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-009,Agent escalation rules,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-010,AI decision logging,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-011,AI explainability,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
D8-AI-TRUST-COST-AGENTI-012,AI abuse prevention,AI Trust Cost Agentic Safety,D8,P0,P0/P1 when using external paid LLMs or autonomous agents; P2 if low-risk AI assistance,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,model usage logs; per-tenant/user budget config; hard cap enforcement tests; prompt injection test cases; human-in-the-loop controls; AI safety fallback proof,"AI can leak sensitive data, execute unsafe autonomy, be prompt-injected, or generate unbounded cost without enforcement."
